#i	j	k
0	50	107
0	50	110
0	50	111
0	50	112
0	51	104
0	51	105
0	51	106
0	51	107
0	51	108
0	51	109
0	51	110
0	51	111
0	51	112
0	52	103
0	52	104
0	52	105
0	52	106
0	52	107
0	52	108
0	52	109
0	52	110
0	52	111
0	52	112
0	53	103
0	53	104
0	53	105
0	53	106
0	53	107
0	53	108
0	53	109
0	53	110
0	53	111
0	53	112
0	54	103
0	54	104
0	54	105
0	54	106
0	54	107
0	54	108
0	54	109
0	54	110
0	54	111
0	54	112
0	55	103
0	55	104
0	55	105
0	55	106
0	55	107
0	55	108
0	55	109
0	55	110
0	55	111
0	56	103
0	56	104
0	56	105
0	56	106
0	56	107
0	56	108
0	56	109
0	56	110
0	57	103
0	57	104
0	57	105
0	57	106
0	57	107
0	57	108
0	57	109
0	58	104
0	58	105
0	58	106
0	58	107
0	58	108
0	59	104
0	59	105
0	59	106
0	59	107
0	59	108
0	60	104
0	60	105
0	60	106
0	60	107
0	60	108
0	61	104
0	61	105
0	61	106
0	61	107
0	61	108
0	62	103
0	62	104
0	62	105
0	62	106
0	62	107
0	62	108
0	62	109
0	63	101
0	63	102
0	63	103
0	63	104
0	63	105
0	63	106
0	63	107
0	63	108
0	63	109
0	63	110
0	64	100
0	64	101
0	64	102
0	64	103
0	64	104
0	64	105
0	64	106
0	64	107
0	64	108
0	64	109
0	64	110
0	64	111
0	64	112
0	64	113
0	64	114
0	64	115
0	65	100
0	65	101
0	65	102
0	65	103
0	65	104
0	65	105
0	65	106
0	65	107
0	65	108
0	65	109
0	65	110
0	65	111
0	65	112
0	65	113
0	65	114
0	65	115
0	65	116
0	66	100
0	66	101
0	66	102
0	66	103
0	66	104
0	66	105
0	66	106
0	66	107
0	66	108
0	66	109
0	66	110
0	66	111
0	66	112
0	66	113
0	66	114
0	66	115
0	66	116
0	67	100
0	67	101
0	67	102
0	67	103
0	67	104
0	67	105
0	67	106
0	67	107
0	67	108
0	67	109
0	67	110
0	67	111
0	67	112
0	67	113
0	67	114
0	67	115
0	67	116
0	68	101
0	68	102
0	68	103
0	68	104
0	68	105
0	68	106
0	68	107
0	68	108
0	68	109
0	68	110
0	68	111
0	68	112
0	68	113
0	68	114
0	68	115
0	68	116
0	69	101
0	69	102
0	69	103
0	69	104
0	69	105
0	69	106
0	69	107
0	69	108
0	69	109
0	69	110
0	69	111
0	69	112
0	69	113
0	69	114
0	69	115
0	69	116
0	70	101
0	70	102
0	70	103
0	70	104
0	70	105
0	70	106
0	70	107
0	70	108
0	70	109
0	70	110
0	70	111
0	70	112
0	70	113
0	70	114
0	70	115
0	70	116
0	71	101
0	71	102
0	71	103
0	71	104
0	71	105
0	71	106
0	71	107
0	71	108
0	71	109
0	71	110
0	71	111
0	71	112
0	71	113
0	71	114
0	71	115
0	71	116
0	72	101
0	72	102
0	72	103
0	72	104
0	72	105
0	72	106
0	72	107
0	72	108
0	72	109
0	72	110
0	72	111
0	72	112
0	72	113
0	72	114
0	72	115
0	72	116
0	73	100
0	73	101
0	73	102
0	73	103
0	73	104
0	73	105
0	73	106
0	73	107
0	73	108
0	73	109
0	73	110
0	73	111
0	73	112
0	73	113
0	73	114
0	73	115
0	73	116
0	74	100
0	74	101
0	74	102
0	74	103
0	74	104
0	74	105
0	74	106
0	74	107
0	74	108
0	74	109
0	74	110
0	74	111
0	74	112
0	74	113
0	74	114
0	74	115
0	74	116
0	75	99
0	75	100
0	75	101
0	75	102
0	75	103
0	75	104
0	75	105
0	75	106
0	75	107
0	75	108
0	75	109
0	75	110
0	75	111
0	75	112
0	75	113
0	75	114
0	75	115
0	75	116
0	76	97
0	76	98
0	76	99
0	76	100
0	76	101
0	76	102
0	76	103
0	76	104
0	76	105
0	76	106
0	76	107
0	76	108
0	76	109
0	76	110
0	76	111
0	76	112
0	76	113
0	76	114
0	76	115
0	76	116
0	77	96
0	77	97
0	77	98
0	77	99
0	77	100
0	77	101
0	77	102
0	77	103
0	77	104
0	77	105
0	77	106
0	77	107
0	77	108
0	77	109
0	77	110
0	77	111
0	77	112
0	77	113
0	77	114
0	77	115
0	77	116
0	78	95
0	78	96
0	78	97
0	78	98
0	78	99
0	78	100
0	78	101
0	78	102
0	78	103
0	78	104
0	78	105
0	78	106
0	78	107
0	78	108
0	78	109
0	78	110
0	78	111
0	78	112
0	78	113
0	78	114
0	78	115
0	78	116
0	79	95
0	79	96
0	79	97
0	79	98
0	79	99
0	79	100
0	79	101
0	79	102
0	79	103
0	79	104
0	79	105
0	79	106
0	79	107
0	79	108
0	79	109
0	79	110
0	79	111
0	79	112
0	79	113
0	79	114
0	79	115
0	80	94
0	80	95
0	80	96
0	80	97
0	80	98
0	80	99
0	80	100
0	80	101
0	80	102
0	80	103
0	80	104
0	80	105
0	80	106
0	80	107
0	80	108
0	80	109
0	80	110
0	80	111
0	80	112
0	80	113
0	80	114
0	80	115
0	81	94
0	81	95
0	81	96
0	81	97
0	81	98
0	81	99
0	81	100
0	81	101
0	81	102
0	81	103
0	81	104
0	81	105
0	81	106
0	81	107
0	81	108
0	81	109
0	81	110
0	81	111
0	81	112
0	81	113
0	81	114
0	81	115
0	82	94
0	82	95
0	82	96
0	82	97
0	82	98
0	82	99
0	82	100
0	82	101
0	82	102
0	82	103
0	82	104
0	82	105
0	82	106
0	82	107
0	82	108
0	82	109
0	82	110
0	82	111
0	82	112
0	82	113
0	82	114
0	82	115
0	82	116
0	83	94
0	83	95
0	83	96
0	83	97
0	83	98
0	83	99
0	83	100
0	83	101
0	83	102
0	83	103
0	83	104
0	83	105
0	83	106
0	83	107
0	83	108
0	83	109
0	83	110
0	83	111
0	83	112
0	83	113
0	83	114
0	83	115
0	83	116
0	84	93
0	84	94
0	84	95
0	84	96
0	84	97
0	84	98
0	84	99
0	84	100
0	84	101
0	84	102
0	84	103
0	84	104
0	84	105
0	84	106
0	84	107
0	84	108
0	84	109
0	84	110
0	84	111
0	84	112
0	84	113
0	84	114
0	84	115
0	84	116
0	84	117
0	85	93
0	85	94
0	85	95
0	85	96
0	85	97
0	85	98
0	85	99
0	85	100
